C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_29_330.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_29_330.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_29_330.jpg, 0, 0, 0, 8.049948E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_29_429.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_29_429.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_29_429.jpg, 0, 0, 0, 7.833893E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_29_536.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_29_536.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_29_536.jpg, 0, 0, 0, 7.785987E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_29_640.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_29_640.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_29_640.jpg, 0, 0, 0, 7.822604E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_29_749.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_29_749.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_29_749.jpg, 0, 0, 0, 7.783783E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_29_855.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_29_855.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_29_855.jpg, 0, 0, 0, 7.858614E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_29_957.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_29_957.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_29_957.jpg, 0, 0, 0, 7.793772E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_30_058.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_30_058.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_30_058.jpg, 0, 0, 0, 7.940031E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_30_160.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_30_160.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_30_160.jpg, 0, 0, 0, 7.885549E-05
C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\center_2021_05_15_17_17_30_267.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\left_2021_05_15_17_17_30_267.jpg, C:\Users\srava\OneDrive\Desktop\Autonomous_Vehicles_Driving_Enhancements\Data\IMG\right_2021_05_15_17_17_30_267.jpg, 0, 0, 0, 7.840931E-05
